instance_id,repo,created_at,arm,model,model_ids_observed,resolved,total_cost_usd,prompt_side_tokens,completion_tokens,opus_prompt_tokens,opus_completion_tokens,opus_cost_usd,sonnet_prompt_tokens,sonnet_completion_tokens,sonnet_cost_usd,haiku_prompt_tokens,haiku_completion_tokens,haiku_cost_usd,n_turns,wall_clock_s,status,swap_fired,model_pin_ok,model_pin_drift,resolved_verdict_source,patch_empty,result_dir
openai__openai-agents-python-1636,openai/openai-agents-python,2025-09-02 09:55:04,opus-solo,claude-opus-4-8,claude-opus-4-8,1,1.00171525,1170930,10042,1169663,10025,1.00036325,0,0,0.0,1267,17,0.001352,35,200.62,ok,False,True,,jobs_baseline/results/opus-solo/openai__openai-agents-python-1636/eval/openai__openai-agents-python-1636/report.json,False,jobs_baseline/results/opus-solo/openai__openai-agents-python-1636
openai__openai-agents-python-1636,openai/openai-agents-python,2025-09-02 09:55:04,prewalk-haiku,claude-opus-4-8->claude-haiku-4-5,claude-haiku-4-5-20251001|claude-opus-4-8,1,0.20467724999999998,307676,627,138124,139,0.14198075,0,0,0.0,169552,488,0.06269649999999999,9,41.16,ok,True,False,claude-haiku-4-5-20251001,jobs_baseline/results/prewalk-haiku/openai__openai-agents-python-1636/eval/openai__openai-agents-python-1636/report.json,False,jobs_baseline/results/prewalk-haiku/openai__openai-agents-python-1636
openai__openai-agents-python-1636,openai/openai-agents-python,2025-09-02 09:55:04,prewalk-sonnet,claude-opus-4-8->claude-sonnet-5,claude-opus-4-8|claude-sonnet-5,1,0.54845255,764989,1893,348235,261,0.31015175,416754,1632,0.23830080000000003,0,0,0.0,22,106.6,ok,True,True,,jobs_baseline/results/prewalk-sonnet/openai__openai-agents-python-1636/eval/openai__openai-agents-python-1636/report.json,False,jobs_baseline/results/prewalk-sonnet/openai__openai-agents-python-1636
openai__openai-agents-python-1633,openai/openai-agents-python,2025-09-02 01:10:29,opus-solo,claude-opus-4-8,claude-opus-4-8,0,1.0508212499999998,989134,13713,987658,13694,1.0492502499999998,0,0,0.0,1476,19,0.0015710000000000001,27,223.77,ok,False,True,,jobs_baseline/results/opus-solo/openai__openai-agents-python-1633/eval/openai__openai-agents-python-1633/report.json,False,jobs_baseline/results/opus-solo/openai__openai-agents-python-1633
openai__openai-agents-python-1633,openai/openai-agents-python,2025-09-02 01:10:29,prewalk-haiku,claude-opus-4-8->claude-haiku-4-5,claude-haiku-4-5-20251001|claude-opus-4-8,0,1.28350025,3596047,5954,1223411,1112,0.85965325,0,0,0.0,2372636,4842,0.423847,56,258.84,ok,True,False,claude-haiku-4-5-20251001,jobs_baseline/results/prewalk-haiku/openai__openai-agents-python-1633/eval/openai__openai-agents-python-1633/report.json,False,jobs_baseline/results/prewalk-haiku/openai__openai-agents-python-1633
openai__openai-agents-python-1633,openai/openai-agents-python,2025-09-02 01:10:29,prewalk-sonnet,claude-opus-4-8->claude-sonnet-5,claude-opus-4-8|claude-sonnet-5,0,1.8214864999999993,3457170,14497,763314,750,0.59808875,2693856,13747,1.2233977499999995,0,0,0.0,63,404.16,ok,True,True,,jobs_baseline/results/prewalk-sonnet/openai__openai-agents-python-1633/eval/openai__openai-agents-python-1633/report.json,False,jobs_baseline/results/prewalk-sonnet/openai__openai-agents-python-1633
stanfordnlp__dspy-8739,stanfordnlp/dspy,2025-08-30 07:39:31,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.42936749999999996,372348,5427,370763,5407,0.42768249999999997,0,0,0.0,1585,20,0.001685,14,115.25,ok,False,True,,jobs_baseline/results/opus-solo/stanfordnlp__dspy-8739/eval/stanfordnlp__dspy-8739/report.json,False,jobs_baseline/results/opus-solo/stanfordnlp__dspy-8739
stanfordnlp__dspy-8739,stanfordnlp/dspy,2025-08-30 07:39:31,prewalk-haiku,claude-opus-4-8->claude-haiku-4-5,claude-haiku-4-5-20251001|claude-opus-4-8,0,0.31506775,764070,3035,213076,205,0.19120525,0,0,0.0,550994,2830,0.1238625,18,75.88,ok,True,False,claude-haiku-4-5-20251001,jobs_baseline/results/prewalk-haiku/stanfordnlp__dspy-8739/eval/stanfordnlp__dspy-8739/report.json,False,jobs_baseline/results/prewalk-haiku/stanfordnlp__dspy-8739
stanfordnlp__dspy-8739,stanfordnlp/dspy,2025-08-30 07:39:31,prewalk-sonnet,claude-opus-4-8->claude-sonnet-5,claude-opus-4-8|claude-sonnet-5,0,0.48210794999999995,806252,3204,185122,192,0.175338,621130,3012,0.30676994999999996,0,0,0.0,23,117.93,ok,True,True,,jobs_baseline/results/prewalk-sonnet/stanfordnlp__dspy-8739/eval/stanfordnlp__dspy-8739/report.json,False,jobs_baseline/results/prewalk-sonnet/stanfordnlp__dspy-8739
openai__openai-agents-python-1619,openai/openai-agents-python,2025-08-29 21:02:29,opus-solo,claude-opus-4-8,claude-opus-4-8,1,0.45889099999999994,488453,4350,486856,4330,0.45719399999999993,0,0,0.0,1597,20,0.001697,18,79.23,ok,False,True,,jobs_baseline/results/opus-solo/openai__openai-agents-python-1619/eval/openai__openai-agents-python-1619/report.json,False,jobs_baseline/results/opus-solo/openai__openai-agents-python-1619
